"","id","days_to_event","date_out","out_event","date_in","in_event","breed","color","intake_age"
"9627","A749295",13,"05/26/2017 09:55:00 AM","Transfer","05/13/2017 11:13:00 AM","Stray","Domestic Shorthair Mix","Tortie",24
"9628","A710860",1,"08/30/2015 09:00:00 AM","Transfer","08/29/2015 10:59:00 AM","Stray","Domestic Medium Hair","Blue Tabby",4
"9629","A757734",115,"12/29/2017 06:37:00 PM","Adoption","09/05/2017 07:17:00 PM","Owner Surrender","Domestic Shorthair Mix","Black/White",1
"9630","A707357",1,"07/12/2015 05:30:00 PM","Transfer","07/11/2015 03:44:00 PM","Stray","Domestic Shorthair Mix","Black",1
"9631","A707626",12,"07/27/2015 06:45:00 PM","Adoption","07/15/2015 12:41:00 PM","Stray","Domestic Shorthair Mix","Blue/White",2
"9632","A704351",12,"06/15/2015 03:39:00 PM","Transfer","06/03/2015 05:15:00 PM","Owner Surrender","Domestic Shorthair Mix","Tortie",1
"9633","A735328",13,"10/05/2016 03:08:00 PM","Transfer","09/22/2016 01:38:00 PM","Stray","Domestic Shorthair Mix","White",24
"9634","A763578",2,"12/13/2017 12:37:00 PM","Adoption","12/11/2017 12:35:00 PM","Owner Surrender","Domestic Shorthair Mix","Tortie",2
"9635","A664541",42,"11/16/2013 03:17:00 PM","Adoption","10/05/2013 11:24:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby/White",1
"9636","A722611",4,"03/23/2016 12:01:00 AM","Transfer","03/19/2016 01:57:00 PM","Stray","Domestic Shorthair Mix","Gray Tabby",12
"9637","A749396",131,"09/22/2017 11:24:00 AM","Adoption","05/14/2017 02:29:00 PM","Stray","Domestic Longhair","Orange Tabby",1
"9638","A718561",25,"01/27/2016 09:32:00 AM","Adoption","01/02/2016 11:01:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",72
"9639","A729013",17,"06/29/2016 04:25:00 PM","Adoption","06/12/2016 01:53:00 PM","Stray","Domestic Shorthair Mix","Blue/White",1
"9640","A689159",7,"10/07/2014 04:08:00 PM","Transfer","09/30/2014 10:54:00 AM","Stray","Domestic Shorthair Mix","Blue/White",1
"9641","A724609",31,"05/20/2016 01:33:00 PM","Adoption","04/19/2016 04:33:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby",6
"9642","A729003",1,"06/13/2016 09:00:00 AM","Transfer","06/12/2016 12:55:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",12
"9643","A761393",43,"12/16/2017 04:28:00 PM","Adoption","11/03/2017 06:46:00 PM","Stray","Domestic Shorthair Mix","Black",4
"9644","A711824",77,"11/28/2015 01:09:00 PM","Adoption","09/12/2015 02:35:00 PM","Stray","Domestic Shorthair Mix","Torbie",5
"9645","A758370",8,"09/23/2017 11:08:00 AM","Transfer","09/15/2017 12:26:00 PM","Stray","Domestic Shorthair Mix","Black/White",12
"9646","A701709",14,"05/17/2015 04:26:00 PM","Adoption","05/03/2015 03:56:00 PM","Owner Surrender","Domestic Shorthair Mix","Black/White",12
"9647","A714124",1,"10/19/2015 09:00:00 AM","Transfer","10/18/2015 12:17:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",3
"9648","A667335",2,"11/18/2013 03:37:00 PM","Transfer","11/16/2013 12:29:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",9
"9649","A747611",54,"06/15/2017 11:59:00 AM","Adoption","04/22/2017 11:56:00 AM","Stray","Domestic Shorthair Mix","Black",3
"9650","A699030",7,"03/28/2015 02:22:00 PM","Adoption","03/21/2015 01:38:00 PM","Owner Surrender","Manx Mix","Brown Tabby",180
"9651","A760372",31,"11/17/2017 05:05:00 PM","Adoption","10/17/2017 12:04:00 PM","Owner Surrender","Domestic Shorthair Mix","Black",1
"9652","A768512",72,NA,"Censored","03/20/2018 05:21:00 PM","Stray","Domestic Shorthair Mix","Black/White",12
"9653","A709193",1,"08/06/2015 09:00:00 AM","Transfer","08/05/2015 06:12:00 PM","Stray","Domestic Shorthair Mix","White",5
"9654","A737679",47,"12/19/2016 07:20:00 PM","Adoption","11/02/2016 01:42:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby",1
"9655","A749537",5,"05/21/2017 12:00:00 AM","Transfer","05/16/2017 11:44:00 AM","Stray","Domestic Shorthair Mix","Blue/White",12
"9656","A706232",4,"06/30/2015 02:03:00 PM","Euthanasia","06/26/2015 01:37:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",1
"9657","A769214",1,"04/02/2018 06:41:00 PM","Adoption","04/01/2018 02:36:00 PM","Owner Surrender","Domestic Shorthair Mix","Torbie",11
"9658","A761437",46,"12/20/2017 04:09:00 PM","Adoption","11/04/2017 04:18:00 PM","Stray","Domestic Shorthair Mix","Black/White",3
"9659","A754236",4,"07/21/2017 05:01:00 PM","Adoption","07/17/2017 04:09:00 PM","Stray","Domestic Shorthair Mix","Calico",2
"9660","A751761",6,"06/18/2017 07:35:00 PM","Adoption","06/12/2017 02:00:00 PM","Stray","Domestic Shorthair Mix","Blue",12
"9661","A677143",1,"04/21/2014 09:01:00 AM","Euthanasia","04/20/2014 11:00:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",24
"9662","A691973",4,"11/17/2014 05:17:00 PM","Adoption","11/13/2014 10:34:00 AM","Owner Surrender","Domestic Shorthair Mix","Gray Tabby/White",2
"9663","A762130",48,"01/02/2018 03:31:00 PM","Transfer","11/15/2017 11:09:00 AM","Owner Surrender","Domestic Shorthair Mix","Black",12
"9664","A695764",1,"01/23/2015 09:00:00 AM","Transfer","01/22/2015 11:58:00 AM","Stray","Domestic Shorthair Mix","Tortie",96
"9665","A748831",10,"05/17/2017 06:47:00 PM","Transfer","05/07/2017 03:29:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",4
"9666","A703073",1,"05/21/2015 03:45:00 PM","Transfer","05/20/2015 11:39:00 AM","Stray","Domestic Shorthair Mix","Calico",3
"9667","A720463",1,"02/11/2016 08:04:00 AM","Euthanasia","02/10/2016 07:26:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby/White",36
"9668","A679094",11,"05/27/2014 07:11:00 PM","Adoption","05/16/2014 12:49:00 PM","Stray","Domestic Medium Hair Mix","White/Black",1
"9669","A735211",3,"09/23/2016 05:07:00 PM","Transfer","09/20/2016 05:30:00 PM","Stray","Domestic Medium Hair Mix","Orange Tabby",2
"9670","A690807",12,"11/07/2014 01:35:00 PM","Transfer","10/26/2014 12:58:00 PM","Owner Surrender","Domestic Longhair Mix","White/Black",1
"9671","A765232",5,"01/20/2018 06:10:00 PM","Adoption","01/15/2018 03:19:00 PM","Stray","Domestic Shorthair Mix","Tortie",3
"9672","A726342",4,"05/14/2016 01:24:00 PM","Transfer","05/10/2016 07:50:00 AM","Stray","Domestic Shorthair Mix","Cream Tabby",36
"9673","A712332",78,"12/06/2015 08:32:00 AM","Adoption","09/19/2015 12:20:00 PM","Stray","Domestic Shorthair Mix","Black/White",0
"9674","A664986",1,"10/13/2013 03:24:00 PM","Transfer","10/12/2013 11:09:00 AM","Stray","Domestic Shorthair Mix","Calico/White",12
"9675","A744504",8,"03/10/2017 12:18:00 PM","Transfer","03/02/2017 11:35:00 AM","Stray","Domestic Shorthair Mix","Lynx Point/White",24
"9676","A679593",50,"07/12/2014 05:27:00 PM","Adoption","05/23/2014 01:19:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",1
"9677","A682599",3,"07/03/2014 06:45:00 PM","Adoption","06/30/2014 12:09:00 PM","Owner Surrender","Domestic Longhair","Calico",4
"9678","A727368",33,"06/23/2016 10:38:00 AM","Adoption","05/21/2016 01:58:00 PM","Stray","Domestic Shorthair Mix","Calico",1
"9679","A738464",5,"11/26/2016 12:00:00 AM","Transfer","11/21/2016 11:28:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby",12
"9680","A707957",27,"08/16/2015 07:00:00 PM","Adoption","07/20/2015 04:19:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",12
"9681","A715110",42,"12/12/2015 02:43:00 PM","Adoption","10/31/2015 02:14:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby/White",4
"9682","A692252",8,"11/25/2014 06:37:00 PM","Transfer","11/17/2014 02:34:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",12
"9683","A767909",31,"04/09/2018 05:47:00 PM","Adoption","03/09/2018 11:21:00 AM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby",36
"9684","A699379",104,"07/08/2015 04:31:00 PM","Died","03/26/2015 03:41:00 PM","Owner Surrender","Domestic Shorthair Mix","Black",144
"9685","A750617",4,"06/02/2017 06:48:00 PM","Transfer","05/29/2017 03:55:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",12
"9686","A752730",71,"09/05/2017 11:42:00 AM","Adoption","06/26/2017 06:14:00 PM","Stray","Domestic Shorthair Mix","Blue",1
"9687","A706338",1,"06/28/2015 09:00:00 AM","Transfer","06/27/2015 03:40:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby/White",5
"9688","A730835",54,"09/03/2016 05:53:00 PM","Adoption","07/11/2016 01:00:00 PM","Stray","Domestic Medium Hair Mix","Blue",2
"9689","A710616",11,"09/05/2015 02:40:00 PM","Transfer","08/25/2015 11:52:00 AM","Stray","Domestic Shorthair Mix","Black/White",0
"9690","A690815",10,"11/05/2014 12:34:00 PM","Adoption","10/26/2014 02:37:00 PM","Stray","Domestic Shorthair Mix","Black Tabby/White",1
"9691","A700212",69,"06/17/2015 06:47:00 PM","Adoption","04/09/2015 02:34:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",0
"9692","A694649",1,"01/02/2015 11:31:00 AM","Euthanasia","01/01/2015 12:59:00 PM","Stray","Domestic Shorthair Mix","Tortie",12
"9693","A690791",4,"10/30/2014 03:46:00 PM","Transfer","10/26/2014 11:25:00 AM","Stray","Domestic Medium Hair Mix","Brown Tabby",4
"9694","A714810",5,"11/02/2015 11:33:00 AM","Adoption","10/28/2015 12:35:00 PM","Stray","Persian Mix","Black",36
"9695","A687049",1,"08/31/2014 09:00:00 AM","Transfer","08/30/2014 02:24:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",5
"9696","A700363",34,"05/16/2015 04:22:00 PM","Adoption","04/12/2015 04:01:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",4
"9697","A626849",10,"03/01/2016 04:37:00 PM","Transfer","02/20/2016 01:44:00 PM","Owner Surrender","Ragdoll Mix","Brown",84
"9698","A706329",64,"08/30/2015 04:24:00 PM","Adoption","06/27/2015 02:47:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",3
"9699","A678889",77,"07/29/2014 12:55:00 PM","Adoption","05/13/2014 05:53:00 PM","Stray","Domestic Shorthair Mix","Black/White",1
"9700","A771248",29,NA,"Censored","05/02/2018 02:23:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby",2
"9701","A753529",138,"11/22/2017 08:24:00 AM","Adoption","07/07/2017 04:40:00 PM","Stray","Domestic Shorthair Mix","Blue",1
"9702","A750543",90,"08/26/2017 08:28:00 AM","Adoption","05/28/2017 02:23:00 PM","Stray","Domestic Shorthair Mix","Calico",3
"9703","A669701",4,"12/30/2013 12:52:00 PM","Adoption","12/26/2013 07:28:00 AM","Stray","Domestic Shorthair Mix","Calico",7
"9704","A701137",5,"04/29/2015 12:59:00 PM","Transfer","04/24/2015 02:05:00 PM","Stray","Domestic Longhair Mix","Brown Tabby",12
"9705","A692153",5,"11/20/2014 12:36:00 PM","Transfer","11/15/2014 02:39:00 PM","Stray","Domestic Shorthair Mix","Torbie",2
"9706","A720639",4,"02/17/2016 01:28:00 PM","Transfer","02/13/2016 11:17:00 AM","Stray","Domestic Shorthair Mix","Black",24
"9707","A771593",24,NA,"Censored","05/07/2018 12:59:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",1
"9708","A687233",6,"09/08/2014 12:32:00 PM","Adoption","09/02/2014 01:23:00 PM","Owner Surrender","Domestic Shorthair Mix","Blue/White",4
"9709","A728447",7,"06/11/2016 03:21:00 PM","Transfer","06/04/2016 01:03:00 PM","Stray","Domestic Shorthair Mix","Black Tabby",36
"9710","A758216",5,"09/17/2017 06:06:00 PM","Adoption","09/12/2017 06:57:00 PM","Stray","Domestic Shorthair Mix","Calico",3
"9711","A680712",36,"07/12/2014 07:55:00 PM","Adoption","06/06/2014 03:21:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",1
"9712","A728176",11,"06/11/2016 03:15:00 PM","Transfer","05/31/2016 04:57:00 PM","Stray","Domestic Shorthair Mix","White/Gray",96
"9713","A745641",13,"04/03/2017 02:25:00 PM","Transfer","03/21/2017 02:21:00 PM","Stray","Domestic Shorthair Mix","Black",12
"9714","A703271",51,"07/12/2015 03:00:00 PM","Adoption","05/22/2015 01:44:00 PM","Stray","Domestic Shorthair Mix","Blue/White",4
"9715","A680190",37,"07/06/2014 04:46:00 PM","Adoption","05/30/2014 01:17:00 PM","Owner Surrender","Domestic Shorthair Mix","Black",24
"9716","A738359",7,"11/20/2016 05:55:00 PM","Adoption","11/13/2016 03:06:00 PM","Stray","Domestic Shorthair Mix","Cream Tabby/White",3
"9717","A737600",43,"12/14/2016 01:27:00 PM","Adoption","11/01/2016 12:30:00 PM","Stray","Siamese Mix","Tortie Point",4
"9718","A700158",73,"06/20/2015 07:57:00 AM","Adoption","04/08/2015 08:14:00 PM","Stray","Domestic Medium Hair Mix","Brown Tabby",4
"9719","A766586",4,"02/16/2018 03:44:00 PM","Transfer","02/12/2018 12:38:00 PM","Stray","Domestic Shorthair Mix","Tortie/Black",12
"9720","A709493",102,"11/20/2015 05:04:00 PM","Transfer","08/10/2015 08:38:00 AM","Stray","Domestic Shorthair Mix","White/Black",144
"9721","A761403",16,"11/20/2017 05:44:00 PM","Adoption","11/04/2017 11:45:00 AM","Owner Surrender","Domestic Shorthair","Blue Tabby/White",4
"9722","A682493",20,"07/18/2014 11:23:00 AM","Adoption","06/28/2014 01:46:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby/White",24
"9723","A679315",41,"06/29/2014 06:55:00 PM","Adoption","05/19/2014 12:02:00 PM","Stray","Domestic Shorthair Mix","Torbie",1
"9724","A710120",1,"08/19/2015 09:00:00 AM","Transfer","08/18/2015 10:08:00 AM","Stray","Domestic Shorthair Mix","Black/White",24
"9725","A748098",28,"05/27/2017 06:18:00 PM","Adoption","04/29/2017 10:31:00 AM","Owner Surrender","Domestic Shorthair Mix","Blue Tabby/White",4
"9726","A711341",66,"11/10/2015 08:59:00 AM","Adoption","09/05/2015 02:06:00 PM","Stray","Domestic Shorthair Mix","Black",4
"9727","A758070",40,"10/21/2017 01:28:00 PM","Adoption","09/11/2017 10:32:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby",4
"9728","A511822",11,"02/21/2016 06:21:00 PM","Adoption","02/10/2016 01:55:00 PM","Owner Surrender","Domestic Shorthair Mix","Torbie",84
"9729","A728661",24,"06/30/2016 01:24:00 PM","Adoption","06/06/2016 04:18:00 PM","Stray","Domestic Shorthair Mix","Torbie",4
"9730","A697842",64,"05/05/2015 11:48:00 AM","Adoption","03/02/2015 11:40:00 AM","Stray","Domestic Shorthair Mix","Calico",1
"9731","A739049",164,"05/09/2017 12:25:00 PM","Adoption","11/26/2016 07:20:00 PM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby",84
"9732","A716878",11,"12/08/2015 03:12:00 PM","Adoption","11/27/2015 02:55:00 PM","Owner Surrender","Domestic Shorthair Mix","Blue Tabby",5
"9733","A737390",4,"10/31/2016 06:01:00 PM","Adoption","10/27/2016 07:33:00 AM","Stray","Domestic Shorthair Mix","Black",2
"9734","A666766",18,"11/24/2013 06:16:00 PM","Adoption","11/06/2013 06:19:00 PM","Stray","Siamese Mix","Lynx Point",1
"9735","A738612",1,"11/19/2016 09:00:00 AM","Transfer","11/18/2016 01:02:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",4
"9736","A730391",8,"07/11/2016 01:56:00 PM","Transfer","07/03/2016 03:42:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",1
"9737","A753313",7,"07/11/2017 06:22:00 PM","Transfer","07/04/2017 03:43:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",2
"9738","A769113",62,NA,"Censored","03/30/2018 02:06:00 PM","Stray","Domestic Shorthair Mix","Cream Tabby",24
"9739","A700746",2,"04/20/2015 02:20:00 PM","Transfer","04/18/2015 06:28:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",3
"9740","A753246",63,"09/04/2017 03:30:00 PM","Adoption","07/03/2017 03:30:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",3
"9741","A767777",4,"03/10/2018 06:07:00 PM","Transfer","03/06/2018 01:12:00 PM","Stray","Domestic Shorthair Mix","Black",6
"9742","A671063",5,"01/22/2014 08:53:00 AM","Euthanasia","01/17/2014 04:41:00 PM","Stray","Domestic Medium Hair Mix","Black/White",5
"9743","A690142",3,"10/17/2014 02:03:00 PM","Transfer","10/14/2014 09:41:00 PM","Owner Surrender","Domestic Shorthair Mix","White/Black",2
"9744","A700751",75,"07/02/2015 12:00:00 AM","Transfer","04/18/2015 10:13:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",2
"9745","A751540",9,"06/18/2017 02:55:00 PM","Adoption","06/09/2017 01:07:00 PM","Stray","Domestic Medium Hair Mix","Black",1
"9746","A729665",7,"06/29/2016 05:35:00 PM","Adoption","06/22/2016 06:39:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby/White",24
"9747","A713003",31,"11/01/2015 12:26:00 PM","Adoption","10/01/2015 02:06:00 PM","Owner Surrender","Siamese Mix","Calico Point",1
"9748","A716845",6,"12/02/2015 12:27:00 PM","Transfer","11/26/2015 12:49:00 PM","Owner Surrender","Domestic Shorthair Mix","Tortie",4
"9749","A682832",73,"09/14/2014 05:20:00 PM","Adoption","07/03/2014 04:06:00 PM","Stray","Domestic Shorthair Mix","Black/White",1
"9750","A687784",6,"09/16/2014 07:22:00 AM","Adoption","09/10/2014 11:01:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",2
"9751","A677935",2,"05/03/2014 12:17:00 PM","Transfer","05/01/2014 02:09:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",12
"9752","A709691",129,"12/19/2015 11:33:00 AM","Adoption","08/12/2015 12:25:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",4
"9753","A741962",23,"02/04/2017 02:28:00 PM","Adoption","01/12/2017 12:13:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",3
"9754","A757295",61,"11/01/2017 01:34:00 PM","Adoption","09/01/2017 12:58:00 PM","Stray","Domestic Longhair Mix","Brown Tabby",4
"9755","A759799",5,"10/12/2017 05:07:00 PM","Adoption","10/07/2017 03:02:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby/White",1
"9756","A681426",27,"07/13/2014 05:13:00 PM","Adoption","06/16/2014 02:35:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby/White",60
"9757","A685122",14,"08/16/2014 02:56:00 PM","Transfer","08/02/2014 04:20:00 PM","Stray","Domestic Shorthair Mix","Black/White",4
"9758","A726727",72,"07/24/2016 05:15:00 PM","Adoption","05/13/2016 06:00:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",1
"9759","A690551",2,"10/24/2014 02:49:00 PM","Transfer","10/22/2014 01:18:00 PM","Owner Surrender","Domestic Shorthair Mix","Blue Tabby/White",24
"9760","A687145",5,"09/06/2014 11:58:00 AM","Adoption","09/01/2014 12:42:00 PM","Stray","Domestic Shorthair Mix","Blue",2
"9761","A671918",14,"02/15/2014 05:18:00 PM","Adoption","02/01/2014 12:02:00 PM","Stray","Domestic Shorthair Mix","Cream Tabby/White",2
"9762","A688782",1,"09/24/2014 09:00:00 AM","Transfer","09/23/2014 04:28:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",5
"9763","A696410",7,"02/11/2015 11:13:00 AM","Transfer","02/04/2015 01:23:00 PM","Stray","Domestic Shorthair Mix","Black",2
"9764","A743291",5,"02/12/2017 12:24:00 PM","Adoption","02/07/2017 02:51:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",24
"9765","A666190",1,"10/29/2013 03:52:00 PM","Transfer","10/28/2013 03:15:00 PM","Stray","Domestic Shorthair Mix","Black",36
"9766","A734765",54,"11/05/2016 01:00:00 PM","Adoption","09/12/2016 02:25:00 PM","Stray","Domestic Medium Hair Mix","Torbie/White",4
"9767","A705975",33,"07/26/2015 05:30:00 PM","Adoption","06/23/2015 11:08:00 AM","Stray","Domestic Shorthair Mix","Black/White",3
"9768","A753523",6,"07/13/2017 12:00:00 AM","Transfer","07/07/2017 04:30:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",1
"9769","A701882",5,"05/10/2015 06:24:00 PM","Adoption","05/05/2015 03:32:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby/White",12
"9770","A757063",84,"11/21/2017 12:30:00 PM","Transfer","08/29/2017 02:02:00 PM","Owner Surrender","Siamese Mix","Seal Point",60
"9771","A495792",29,"08/23/2014 06:15:00 PM","Adoption","07/25/2014 01:36:00 PM","Owner Surrender","Domestic Shorthair Mix","White/Brown Tabby",72
"9772","A679969",15,"06/12/2014 05:37:00 PM","Adoption","05/28/2014 02:25:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",1
"9773","A729778",1,"06/24/2016 09:00:00 AM","Transfer","06/23/2016 05:21:00 PM","Stray","Domestic Shorthair Mix","Torbie/White",12
"9774","A718142",17,"01/08/2016 02:29:00 PM","Transfer","12/22/2015 01:22:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",24
"9775","A678694",3,"05/15/2014 05:16:00 PM","Adoption","05/12/2014 10:52:00 AM","Owner Surrender","Domestic Medium Hair","Black",12
"9776","A716800",36,"12/31/2015 02:24:00 PM","Adoption","11/25/2015 12:08:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",1
"9777","A706294",5,"07/02/2015 12:00:00 AM","Transfer","06/27/2015 11:06:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby",1
"9778","A685213",4,"08/08/2014 04:38:00 PM","Transfer","08/04/2014 12:00:00 PM","Stray","Siamese Mix","Lilac Point",2
"9779","A757124",19,"09/18/2017 06:21:00 PM","Adoption","08/30/2017 12:33:00 PM","Stray","Domestic Shorthair Mix","Black",1
"9780","A710830",1,"08/29/2015 09:00:00 AM","Transfer","08/28/2015 01:44:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",24
"9781","A688080",22,"10/06/2014 04:44:00 PM","Transfer","09/14/2014 12:00:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby/White",12
"9782","A735819",1,"09/30/2016 09:00:00 AM","Transfer","09/29/2016 07:05:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",12
"9783","A753806",1,"07/12/2017 01:38:00 PM","Transfer","07/11/2017 01:54:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",1
"9784","A760314",4,"10/20/2017 04:23:00 PM","Adoption","10/16/2017 12:49:00 PM","Stray","Domestic Shorthair Mix","Lynx Point",1
"9785","A694913",4,"01/10/2015 06:18:00 PM","Adoption","01/06/2015 01:24:00 PM","Stray","Domestic Shorthair Mix","Blue/White",120
"9786","A719979",2,"02/02/2016 02:07:00 PM","Adoption","01/31/2016 01:06:00 PM","Owner Surrender","Domestic Shorthair Mix","Torbie",2
"9787","A728120",8,"06/08/2016 12:18:00 PM","Transfer","05/31/2016 10:50:00 AM","Stray","Domestic Shorthair Mix","Tortie",12
"9788","A698839",64,"05/21/2015 08:17:00 AM","Died","03/18/2015 05:05:00 PM","Stray","Domestic Shorthair Mix","Cream Tabby",6
"9789","A686850",3,"08/30/2014 05:12:00 PM","Adoption","08/27/2014 04:22:00 PM","Owner Surrender","Domestic Shorthair Mix","Cream Tabby",5
"9790","A718257",63,"02/27/2016 04:21:00 PM","Adoption","12/26/2015 12:49:00 PM","Stray","Domestic Shorthair Mix","Calico",96
"9791","A770005",4,"04/18/2018 12:00:00 AM","Transfer","04/14/2018 11:05:00 AM","Stray","Domestic Shorthair Mix","Black",12
"9792","A552877",7,"02/21/2016 02:00:00 PM","Adoption","02/14/2016 03:17:00 PM","Owner Surrender","Domestic Shorthair Mix","Calico",96
"9793","A699227",154,"08/25/2015 09:45:00 AM","Adoption","03/24/2015 11:59:00 AM","Stray","Domestic Medium Hair Mix","Cream Tabby/White",1
"9794","A697466",1,"02/25/2015 09:00:00 AM","Transfer","02/24/2015 12:51:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",8
"9795","A733162",4,"08/22/2016 05:14:00 PM","Adoption","08/18/2016 11:02:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",2
"9796","A691422",74,"01/17/2015 02:37:00 PM","Adoption","11/04/2014 11:24:00 AM","Stray","Domestic Shorthair Mix","White/Brown Tabby",60
"9797","A732557",65,"10/13/2016 05:50:00 PM","Adoption","08/09/2016 05:43:00 PM","Stray","Siamese Mix","Seal Point",2
"9798","A716626",4,"11/26/2015 08:20:00 PM","Transfer","11/22/2015 11:36:00 AM","Stray","Domestic Shorthair Mix","Blue",24
"9799","A752292",12,"07/02/2017 01:13:00 PM","Adoption","06/20/2017 02:03:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby",36
"9800","A713005",2,"10/03/2015 03:35:00 PM","Transfer","10/01/2015 02:06:00 PM","Owner Surrender","Domestic Shorthair Mix","Black/White",1
"9801","A710880",1,"08/30/2015 09:00:00 AM","Transfer","08/29/2015 12:43:00 PM","Stray","Domestic Shorthair Mix","Torbie",24
"9802","A729349",46,"08/01/2016 05:41:00 PM","Adoption","06/16/2016 04:30:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",4
"9803","A716342",13,"12/01/2015 07:18:00 PM","Adoption","11/18/2015 02:26:00 PM","Stray","Domestic Shorthair Mix","Tortie",1
"9804","A714177",1,"10/20/2015 09:00:00 AM","Transfer","10/19/2015 11:57:00 AM","Stray","Domestic Shorthair Mix","Tortie",3
"9805","A766427",5,"02/13/2018 12:02:00 PM","Adoption","02/08/2018 06:04:00 PM","Stray","Snowshoe Mix","Seal Point",5
"9806","A739594",5,"12/10/2016 01:59:00 PM","Transfer","12/05/2016 09:59:00 AM","Owner Surrender","Domestic Shorthair","Blue",60
"9807","A739001",4,"11/30/2016 05:57:00 PM","Adoption","11/26/2016 11:54:00 AM","Stray","Domestic Shorthair Mix","White/Orange",1
"9808","A692585",5,"11/28/2014 06:45:00 PM","Adoption","11/23/2014 11:02:00 AM","Stray","Domestic Medium Hair Mix","Orange Tabby",1
"9809","A711604",11,"09/20/2015 03:07:00 PM","Adoption","09/09/2015 02:24:00 PM","Stray","Manx Mix","Black",2
"9810","A752519",10,"07/03/2017 05:53:00 PM","Adoption","06/23/2017 12:14:00 PM","Public Assist","Domestic Medium Hair Mix","White/Orange",1
"9811","A712216",1,"09/20/2015 09:00:00 AM","Transfer","09/19/2015 01:07:00 PM","Stray","Domestic Longhair Mix","Orange Tabby",24
"9812","A666448",43,"12/14/2013 12:30:00 PM","Transfer","11/01/2013 12:29:00 PM","Stray","Domestic Shorthair Mix","Tortie",36
"9813","A704112",4,"06/05/2015 02:25:00 PM","Transfer","06/01/2015 04:05:00 PM","Stray","Domestic Shorthair Mix","Tortie",1
"9814","A762824",4,"12/02/2017 09:50:00 PM","Adoption","11/28/2017 11:13:00 AM","Stray","Domestic Medium Hair Mix","Brown Tabby/White",1
"9815","A707183",45,"08/23/2015 01:02:00 PM","Adoption","07/09/2015 12:19:00 PM","Owner Surrender","Domestic Shorthair Mix","Black",12
